longitude,latitude,type,
116172780,39924687,2,
116146105,40072673,0,
116637635,40161692,2,
116335820,40068475,4,
116578347,39638993,2,
116435587,39892510,2,
116265045,39954602,0,
116575792,39988287,4,
116353272,40111622,1,
116532898,39692627,2,
116622523,40320568,3,
116116658,39954223,3,
116364383,40036735,4,
116454603,39952027,3,
116503233,40007958,2,
116523197,39912170,1,
116112307,39926683,4,
116110480,39967373,0,
116419713,39928167,1,
116342962,39870705,1,
116340370,39715043,1,
116339610,39985227,1,
116261017,39898980,2,
116797495,40201560,2,
116009822,39691638,3,
116419672,39985767,3,
116442427,39953772,3,
116135675,40163020,1,
116184437,39857358,0,
116102408,39941987,3,
116334572,39755307,2,
116628563,39928385,3,
116428707,39893863,0,
116105110,39960807,2,
116353807,39738993,2,
116391052,39716772,0,
116303588,40077083,1,
116354182,40034932,2,
116345658,39938557,3,
116293245,39874610,0,
116392408,40240540,1,
116417820,40020998,2,
116612405,40288982,4,
116277138,39860508,0,
116506153,39955228,0,
116004923,39817233,1,
115844328,39579198,2,
116467257,39857705,0,
116360178,39868272,2,
116347552,39920460,0,
116306783,40025023,1,
117089802,40154590,0,
116238678,39977355,0,
116085615,40001397,3,
116420068,39718355,3,
116501170,39582772,0,
116368390,39847723,2,
116341080,40021815,4,
116519410,40033582,3,
117018113,40141093,1,
116347517,39734918,1,
116336535,39727883,1,
116314873,39906650,3,
116372945,39976652,3,
116461397,39883153,2,
116446963,39956757,0,
116318924,39965752,4,
116058870,39704083,0,
116187400,39801163,4,
115945850,39630055,4,
116665868,40028945,1,
116420832,39888347,0,
116060503,39677680,2,
116299487,39877048,0,
116443757,39921458,4,
116110587,39952377,3,
116916942,40081898,3,
116186225,39784655,0,
115790257,39529550,0,
116306633,39983040,1,
116223687,39895385,1,
116197398,39990440,4,
116447612,39957898,4,
115765832,39612600,2,
116192137,39831277,3,
116208263,39902620,0,
116169565,39892188,2,
116778505,39840423,2,
116198765,39753755,4,
116228803,40223122,4,
116458800,39917003,2,
116961788,40565422,3,
116491680,39917867,3,
116095562,39603067,4,
116244002,39847908,1,
116105367,39727617,2,
116581233,40075922,1,
116154615,39666715,0,
116286485,40148963,2,
116288865,39900447,4,
116745020,40321970,1,
116526218,40038553,3,
116273960,39840660,1,
116466807,40012680,3,
116523693,40322155,0,
116375550,39948273,1,
116483187,39977790,0,
116483183,39977800,3,
116296195,39922572,4,
116083990,39928692,4,
115964572,40412957,4,
116445200,39956222,0,
116036182,39772110,4,
116360725,40291062,4,
116291465,39878442,2,
116341593,40014462,3,
116024918,39595060,1,
116686775,39886103,4,
116085182,39754693,2,
116084885,39732742,1,
116395133,39870333,3,
116319252,39971342,4,
116193678,39930527,3,
116533328,40090098,4,
116049867,39974257,3,
116342925,39726757,0,
116233320,39856513,2,
116363502,39977488,0,
116624820,40333143,3,
116372623,39975272,4,
116207465,39806703,1,
116193223,39945867,2,
116313390,39887497,1,
116377677,39948370,3,
116088307,39841752,2,
116477402,40012457,1,
116116330,39892897,0,
116370765,39992907,1,
116226132,39953833,4,
116132015,39946448,2,
116080653,39930050,1,
116211258,40074270,1,
116326912,39864455,1,
116925807,39726448,4,
116509255,40009493,3,
116394385,39872315,3,
116474635,39795133,0,
115957210,39720658,1,
116499785,40002972,4,
116390268,39929385,4,
116501725,40008017,0,
116091258,39679637,0,
116438638,39898600,2,
116034503,39897390,0,
116391675,39898707,4,
116794628,40415717,1,
116373810,39925480,0,
116243530,39863377,0,
116202563,39861242,3,
115981565,39696880,4,
116491327,40245843,3,
116435540,39947913,2,
116445030,39763673,0,
115949285,39597702,4,
116038222,39806453,4,
116468930,39921762,2,
116392237,40001330,1,
116212747,40097860,1,
116368013,39864445,1,
116285192,39811097,0,
116428297,39804415,4,
116216348,39895737,3,
116306615,39887697,0,
116661477,39889377,1,
116012410,39778045,2,
116244697,39848230,0,
116229512,40067023,1,
116245393,40110440,0,
116133103,40103888,4,
116030717,39614532,0,
116259348,39849825,0,
116383702,39863875,3,
116365245,39848820,1,
116296863,39969130,1,
116373217,39969953,4,
116419248,39903430,2,
116163648,39932233,0,
116379215,39831998,3,
116601453,40025430,3,
116326192,39926963,1,
116409858,40031395,1,
116357743,39867890,0,
116478670,39983796,3,
116357603,39897842,0,
116855360,40388148,1,
116367661,39992194,1,
116372740,39967413,3,
116147952,39748762,4,
116645558,40123053,2,
116197517,39912058,3,
116199350,39837073,2,
115963110,39614075,2,
116402335,39936667,2,
117096605,40144783,4,
116372703,39965540,2,
116471198,39864295,2,
116443188,39953423,0,
116357485,39898145,4,
116749327,39918813,4,
116373296,39976495,3,
116664252,39742008,2,
116429923,39902185,2,
116426080,39967695,2,
116037213,39789167,4,
115934685,39676357,1,
116192077,39924413,2,
115810625,39573203,4,
116245302,39847393,3,
116507078,40008657,1,
116841540,39955260,3,
116100238,39583093,1,
116296345,40048282,1,
116314847,39888155,2,
116594167,39907773,4,
116113067,39955572,0,
116187233,39916232,3,
116471328,39914215,0,
116591860,40194497,0,
116255528,40224022,4,
116109575,39649758,1,
116081785,39929795,0,
116330073,40043362,0,
116178148,39826167,1,
116630915,40304873,3,
116369397,39987130,1,
116483605,39910058,0,
116406380,40102753,3,
116347317,39915560,2,
116457940,39895970,4,
116307135,39895825,1,
115970023,40468562,2,
116254225,39848645,4,
116156698,40065822,3,
116323550,40164073,0,
116371833,39798815,2,
116604778,39921142,3,
116165745,39679473,2,
116398475,39996568,2,
116481315,39986932,2,
116312692,39733805,0,
116389170,39972395,4,
116372980,39976697,0,
116832923,39812213,0,
116231463,39843037,0,
116325440,39966177,4,
116425552,39933402,2,
116439802,39955282,2,
116015183,39788888,2,
116284545,40105193,1,
116121625,39682172,1,
116439485,39949450,3,
116196268,40215873,1,
116396600,39705682,2,
117083433,40134605,4,
116041888,39986607,0,
116877655,40385893,3,
116404937,39948118,3,
116280110,40008378,3,
116078427,39613602,3,
116213272,40247608,1,
116464298,39876315,2,
116265275,40016092,3,
116521540,39821582,2,
116035978,39771160,1,
116369753,39953923,3,
116332192,39883390,4,
116426665,39903745,4,
116191450,39802990,2,
116372845,39976627,4,
116382595,39967180,3,
116501313,40006747,4,
116661388,40108772,2,
116553972,39726563,0,
115794579,39526432,1,
116076537,39777067,1,
116497307,39920907,2,
116113603,39646377,3,
117486697,40264290,3,
116368048,39866438,2,
116387128,40065865,3,
116318733,39887110,4,
116426700,40074657,4,
115902332,39609337,0,
116296022,39913342,1,
116498880,39959570,3,
116504580,40008505,1,
116409997,40031435,4,
116253613,40135247,0,
116100097,39756727,1,
116451128,39735730,1,
116537723,39923003,3,
116439885,39671620,3,
116501023,40005458,4,
116482130,39987602,2,
116364068,39793087,3,
116818343,40375695,3,
116245280,39847323,1,
116368115,39879868,0,
115953140,39802385,0,
116368233,39800927,2,
116297608,39853908,1,
116628650,39700442,0,
116439635,39969862,2,
116341597,39935738,2,
116193803,39835868,1,
116502115,40006393,0,
116251155,40282550,4,
116341917,40060212,1,
116640152,40175962,0,
116512510,39947110,4,
116374568,39836563,3,
116103673,39928678,4,
115996978,40462668,3,
116481392,39969033,3,
115964378,39759632,3,
116193165,39906193,2,
115980348,39705233,2,
116469537,39982995,2,
116140435,39808028,2,
116161100,39650020,4,
116239328,39585433,1,
116328010,39727868,1,
116319107,39732137,1,
116153667,40047877,1,
116105585,39854163,0,
116646077,39979317,0,
116188877,39915950,1,
116290285,39920108,1,
116290282,39920077,0,
116437722,39929493,2,
116551493,39725693,4,
116551493,39725693,3,
116036568,39792112,4,
116293258,39879378,0,
116081920,39980081,4,
115833797,39553030,3,
116936947,40053292,0,
116116093,39952893,0,
116780300,40264988,0,
116285317,39891783,2,
116285317,39891783,1,
116371702,39967152,1,
116333590,39609578,1,
116367665,39875868,1,
116258523,39849735,2,
116370513,39995917,3,
116530098,39695463,4,
116066395,39991322,1,
115960903,39631257,3,
116275475,40001872,4,
116728905,39863080,1,
116305080,40033177,0,
116064885,39992680,4,
116085172,39997187,4,
116688653,39946238,1,
116296527,40023960,4,
116217627,39809090,4,
117164283,40591223,2,
116379775,39948293,1,
116334922,40027123,0,
116336182,39966197,0,
116239885,39977182,4,
116293975,39958082,2,
116035717,39897998,2,
116428558,39916353,1,
116157133,40529842,2,
116618335,39620820,2,
116355337,39847015,0,
116355337,39847015,1,
116169912,39813677,3,
116379392,39947280,1,
116787740,40284608,1,
116355097,40030070,0,
116107542,39929362,1,
116580045,39947128,0,
116549907,40281680,0,
116358063,39975253,2,
116176137,39907310,0,
116229610,39900137,2,
116294575,39884792,0,
116099668,39726153,0,
116463662,40010160,3,
116261363,39848693,0,
116261297,39849313,1,
116420433,39854397,0,
115529600,39812040,2,
115881727,39577542,4,
116320608,39888810,4,
116368437,40015438,3,
116580487,40075508,3,
115950295,39674567,1,
116333743,39765470,3,
116457058,39870017,2,
116512080,40119455,2,
116470758,39892010,2,
116547580,40280148,3,
116182262,39854837,1,
116498788,39994788,3,
116249100,39972042,4,
116321775,40054855,3,
116522090,40033747,3,
116202955,39883503,3,
116439887,39876813,1,
116172328,40204115,4,
116466373,39903635,3,
116402553,39707093,1,
116292362,39786012,3,
116505598,40008363,2,
116333237,40092317,3,
116169588,40048240,3,
116427597,39939958,4,
116041320,39975905,3,
116449562,40200643,1,
116236938,39584015,1,
116114125,39835628,4,
116286772,39981498,2,
116368702,39980610,4,
116394205,39862933,0,
116272578,40063187,4,
116373328,39976830,3,
116303615,39904735,3,
116096607,39811577,2,
116244770,39849040,2,
116387633,39945392,4,
116330823,39878997,0,
116342525,39949618,3,
116306762,39887622,0,
116043058,39619638,0,
115975675,39708173,2,
116115778,39723343,1,
116491657,39915235,0,
116422097,39845063,0,
116486567,40006710,4,
116136370,39736057,0,
116078757,39631920,0,
116503622,39994100,2,
116528907,39925478,2,
117093643,40160102,4,
115973648,39797330,0,
116468727,39976180,0,
116347398,39987435,2,
116241148,39867707,2,
116387327,39855982,2,
115975915,39646110,2,
116288558,40040388,1,
116369890,39813385,2,
116231428,39851023,1,
116027373,39583882,0,
116412187,39960497,4,
116339375,39878825,2,
116368335,39897000,2,
116447440,39955802,0,
116292112,39990588,4,
116404205,40032875,1,
116441943,39950795,0,
116108787,39959043,0,
116502557,40264470,2,
116374597,39973462,1,
116497632,40000942,0,
116304240,39937998,2,
116107572,39728628,1,
116428322,39645960,0,
115864817,39594430,4,
115945435,39656655,0,
116211492,39899958,2,
116242180,39848063,2,
116343313,39933538,4,
116010038,39774722,2,
116145318,39679372,3,
116247002,39913818,2,
116255150,39916273,0,
116505345,39848125,2,
116410395,40013530,3,
116279837,40107253,2,
116372990,39874927,2,
116005762,39723277,4,
115860745,39558853,2,
116116672,39727187,4,
116439473,39892247,4,
116115990,39837835,3,
116317005,40029567,4,
116374400,39931657,0,
116482360,39906505,0,
116614152,40128980,3,
116078398,39615962,3,
116858605,39829867,3,
116055437,39811297,2,
116683910,39611728,0,
116075920,39808502,0,
116163107,39929670,2,
116571568,39926810,1,
116388225,39891288,1,
117105867,40580355,1,
116417872,39987113,2,
116463362,39798010,0,
116433972,39932485,0,
116374038,39968223,1,
116288742,40076815,3,
116302412,39752480,0,
116098517,39906765,4,
116100142,39733462,2,
116446908,39912588,1,
116551810,40076997,2,
116447943,39950277,0,
116440447,39948852,0,
116430375,39987923,2,
116340373,39966500,4,
116303775,39937437,2,
116095377,39600557,4,
115933423,39654792,4,
116522028,40029968,0,
116506167,40010593,4,
116471007,39891900,1,
116303957,39890772,4,
115495717,37643635,2,
116036815,39789020,2,
115990315,40460148,3,
116347520,39979437,4,
116325708,39875828,0,
116374860,39975943,4,
115955907,39632347,1,
116277792,39906312,3,
116372922,39968148,0,
116426308,39967925,4,
116584423,40076572,1,
116905560,40549255,2,
116129552,39714897,4,
116372548,39969895,4,
116516800,39913612,1,
116571600,39905727,2,
116426983,40035895,4,
116246707,39924995,2,
116375040,39967343,0,
116096358,39885022,3,
116652287,39671745,1,
116635930,40189910,0,
116661688,40367690,0,
116192630,39917405,2,
116029150,39771488,0,
116402177,39942752,0,
116054375,39716542,4,
116359085,39818676,4,
116393887,39872248,4,
116315925,40029205,4,
116129118,39825430,4,
116085372,40001083,3,
116359547,39796123,2,
116455480,39944198,3,
116141753,39732108,4,
116243862,39848865,0,
116355223,39863890,1,
116698315,40126612,1,
116372793,39972475,3,
116386018,39850733,3,
116525353,40037248,2,
116461352,39882972,3,
116038532,39811125,2,
116401080,40008102,1,
116322212,39732328,2,
116024662,39757660,2,
116702898,40039290,3,
116293253,39866363,1,
115976845,39647750,1,
116412677,39667613,4,
115978663,39703377,0,
116391505,39935143,2,
115968522,40462215,3,
116088602,39903323,0,
116436362,39953693,2,
116052472,39610688,1,
116421145,39848022,2,
116115698,39838018,1,
116525453,40037943,1,
116353467,40033890,3,
116476495,39676997,4,
116171850,39922505,1,
116098950,39907085,4,
116153733,40208277,4,
116362175,39859323,1,
116554937,40029665,0,
116502272,40006913,1,
116288220,39946530,1,
115947467,39628820,1,
116488775,39961953,2,
116359748,40029695,0,
115978527,39699905,3,
116547802,40267563,3,
116393773,39807325,1,
116176633,39748777,2,
116576262,40290497,2,
116138880,39587857,1,
115987737,39696492,3,
115915002,39611032,3,
116336710,40013727,3,
116437580,39932048,3,
115986395,39696185,2,
116557165,40221952,4,
115923052,39647765,3,
116059388,39718352,4,
116258593,39851053,3,
116146380,39929800,0,
116522285,40030315,3,
116507297,40008863,3,
116319618,39890800,4,
116200098,39751932,1,
116436308,39897397,4,
116215953,39855108,3,
116337677,40027337,3,
116496588,40005217,1,
116389237,39947888,1,
115988692,39697565,0,
116482368,39987510,2,
116091202,39906348,4,
116208895,39806757,1,
116752222,40019168,2,
116854665,40384752,2,
115944840,39627697,0,
116288087,39861708,3,
116495728,39972527,2,
116352317,40021433,3,
116351913,39973338,0,
116350623,39898558,0,
116457258,39882555,0,
116304672,39880377,2,
116526162,40038092,1,
116094807,39910098,4,
116372858,39969407,3,
116496104,40005185,2,
116059233,39717797,2,
116194935,39613680,4,
116303948,39890783,0,
115843650,39618118,3,
116969602,40400470,3,
116523112,39892000,1,
116324535,40027278,1,
116357618,39773472,3,
116615074,40048696,1,
116303830,39926432,1,
115942395,39653582,4,
116422108,39846643,0,
116203085,39980155,4,
116229210,39834552,2,
116059888,39798095,0,
115983175,40439685,0,
116145410,39657212,1,
116314510,39846828,3,
116734083,40037833,2,
116229125,40230750,3,
116262258,40132543,3,
116352928,39848660,3,
116042807,39721868,4,
116434775,39869375,1,
116499230,40005607,0,
116240048,39971925,2,
116398203,39625335,3,
116157168,39732273,4,
116372727,39976858,0,
116185737,39907725,2,
116501453,40006105,2,
116277093,40083417,3,
116363475,40061013,4,
116586648,39625823,3,
116358358,39885755,2,
116326353,39729113,1,
115981320,39708363,0,
115962715,39617722,0,
116155098,39727608,3,
116393497,39864480,4,
116041425,39977485,0,
116236603,39854973,4,
116391610,40237227,1,
116348912,39959243,3,
116816582,40370787,1,
116481418,39988012,1,
116435122,39948020,0,
116061760,39931610,3,
116526495,39697887,2,
116325963,39627640,0,
116223375,39846362,1,
116304038,39923527,3,
116113067,39915410,3,
116443262,39953997,0,
116196968,39810150,0,
116070068,39715125,3,
116685580,39967628,4,
116496688,40006023,0,
116388112,39541197,1,
116128965,39639273,0,
116413543,39869757,2,
116751772,40334795,1,
116358845,39849965,2,
116317440,39898430,0,
116060513,39808767,4,
116201480,39771017,3,
116178233,39911810,3,
116339947,39904038,2,
116401197,40070352,2,
116461245,39899017,3,
115905868,39613383,2,
116633672,39900175,0,
116064723,39995003,0,
116305842,39786693,1,
116390830,39812623,0,
116481522,39914090,4,
116374323,39970625,3,
116420828,39575770,2,
116331937,39937042,3,
117128463,40146845,0,
116244447,39848777,3,
116093428,39885385,3,
116514832,39638882,0,
116759792,40231928,1,
116186118,40044472,2,
116317527,40074943,2,
116098768,39925050,2,
116637172,40289795,4,
116156713,39927790,4,
116533612,39940572,1,
116131803,39577868,0,
116374070,39970435,1,
116077288,39927342,2,
116220523,39850040,3,
116056973,39623302,4,
116518982,40240142,1,
116410692,39990598,1,
116737148,40432750,4,
116159215,39921087,4,
116180057,39698603,2,
116158933,39727698,0,
116164972,39742517,1,
116628652,40334353,3,
116250655,40129697,0,
115984453,39694902,2,
116365897,40062708,1,
116385327,39986537,3,
116228393,39900152,4,
116277672,39864577,4,
116407568,39863252,3,
115917325,39637450,3,
116824460,40371317,0,
116106458,39663908,0,
116095060,39909687,1,
116317800,40062677,4,
116251905,40114543,1,
115875268,39596075,1,
116836583,40372188,2,
116330102,40115433,3,
116359453,39566610,0,
116108345,39589247,1,
116102018,39732623,3,
116518993,39967282,2,
115872167,39598322,4,
116434720,39944117,2,
115998647,39686547,3,
116250748,40134443,0,
115801600,39585777,3,
116341867,39897525,0,
116101083,40462087,1,
116819567,40275913,3,
117177487,40164735,0,
116066848,39615432,0,
116113900,39724677,2,
116449832,39853652,2,
116442918,39939797,3,
116307860,40072790,1,
116433367,39892298,0,
115938420,39725163,4,
116672098,39931525,2,
116322202,40054118,0,
115927087,39597818,4,
116324890,39921975,0,
116408516,39644229,2,
116189048,39907680,2,
116488190,39918403,3,
116371147,39953943,1,
116303908,39909557,3,
116102248,39907717,1,
116100193,39955345,1,
116151508,39799922,3,
116338267,39727893,1,
116214088,39752078,3,
116000245,39701215,2,
116360413,40031142,4,
116374003,40065175,4,
116100150,40005447,1,
116502277,39917160,1,
116672232,40999832,4,
116348913,39940162,4,
116229127,39834508,0,
116726770,39926155,3,
116554445,40068983,1,
116480237,39898293,4,
116545270,40089423,2,
116153117,39733630,4,
116227202,40231518,0,
116373045,39983748,1,
116443123,39947160,3,
116293853,39909007,3,
116757863,40430725,4,
116071662,40221377,2,
116364832,39841835,2,
116524205,39884536,0,
116387688,39932148,1,
116445410,39956295,0,
116382520,39889000,0,
116353570,39947043,1,
116500272,39994713,3,
115945645,40483448,0,
116492917,39917090,1,
116423843,40229830,3,
117001253,40180660,3,
116504828,40008712,0,
116491642,39959073,0,
116083202,39944785,1,
115836358,39553842,2,
116192728,39992125,4,
116859618,40370963,0,
116616828,39873623,2,
116625753,39966823,0,
116372570,39949112,1,
116972500,40404700,0,
116373490,39944767,3,
116103578,39732687,2,
116215920,39851518,3,
116134413,39897920,4,
116790100,40205168,3,
116496318,40005355,4,
116561415,40011060,0,
116442827,39959417,0,
116369627,39866138,2,
116583670,39908018,3,
116589652,39907867,4,
116064778,39990582,1,
115915323,39637833,3,
116147832,40073973,3,
116554300,39670810,4,
116206367,39698782,0,
116973405,40177622,1,
116654117,39873647,1,
116481002,39989082,4,
116145563,40551182,4,
116380587,39858573,3,
115886650,39612880,0,
116133498,40105043,0,
116525400,40037568,1,
116158918,39874908,3,
116497950,39979345,0,
116229253,40084235,3,
116115623,39951837,4,
116414058,40174303,3,
116335165,39946532,1,
116295597,40091430,2,
116268832,39883658,3,
116627530,40073417,0,
116333808,39737240,2,
116289767,39936657,3,
115980337,39813560,0,
116266637,40120623,3,
116130565,39706737,1,
116085420,39745798,4,
115923497,40419332,1,
115983767,39705850,2,
116525187,40036287,0,
116000875,40005802,3,
116271128,40104880,1,
116391377,39927048,3,
116165445,39923417,1,
116306455,39867900,3,
116330925,39975683,0,
116091238,39902748,2,
116856030,40385355,0,
116167470,39773693,0,
116237810,39856895,2,
116423767,39903655,3,
116741785,39784068,0,
116808585,40364030,0,
116326823,40047717,4,
116499387,40005137,4,
116156493,40244360,0,
116037205,39787695,2,
116268773,39869055,1,
115875238,39594340,4,
116381930,39948292,4,
116476600,39920878,2,
116290428,39893772,0,
116162672,39651810,3,
116841317,40380898,0,
116312815,39895923,0,
116213575,39810185,0,
116250880,39972088,2,
116277405,39787755,4,
116436205,39969742,0,
116234662,39854950,3,
116424168,39932150,4,
116373660,39949088,4,
116458910,39899652,0,
116494940,39998512,0,
116298998,39876990,3,
116366922,39926802,1,
116410392,39945013,4,
116117123,39956557,3,
116410782,39935982,4,
116339970,39901670,0,
116407932,39856182,1,
116419312,39903565,4,
116336680,40035867,3,
116397817,39906472,1,
116296432,39879583,3,
116389188,39799660,0,
116348880,39917213,2,
115930988,39654287,0,
116422967,40002504,2,
116305188,39896008,4,
116188133,39599268,0,
116348673,39964961,4,
116458532,39942548,4,
116350184,39918950,4,
116375588,39975158,0,
116294777,39983860,4,
116367757,39863566,2,
116397748,39870373,1,
116437547,39929172,2,
116469020,39966563,0,
116440705,39948853,2,
116522858,39912817,0,
116320337,39888310,2,
116331807,39808230,4,
116408567,39906683,1,
116455563,39975113,2,
116260367,39923062,2,
116348617,39850982,3,
116287367,39944990,1,
116506325,39848780,2,
116471393,40116703,0,
116323350,40029713,2,
116314325,39843122,3,
116499260,40044485,0,
116304047,39944237,3,
116244237,39823347,3,
116411535,39914453,1,
116283330,39847693,4,
116546857,39762897,1,
116223182,39899128,0,
116199660,39894657,0,
116358292,39863557,3,
116556398,39784955,2,
116372665,40099903,2,
116488190,39918403,0,
116157133,40529842,4,
116310530,39885685,0,
116440797,39961075,3,
116703217,40174135,4,
116334068,39966310,3,
116374970,39975563,2,
116105373,39727615,2,
116311568,39698982,2,
116324770,40005317,3,
116303957,39913832,4,
116439755,39878932,3,
116021017,40541705,4,
116267353,39922715,3,
116444995,39932402,4,
116608278,40341645,4,
116568410,39652707,2,
116187473,39785258,3,
116330697,39991615,1,
116344488,39896693,3,
116287252,39966483,2,
116319655,39935002,4,
116455875,39912475,3,
117282968,40054567,4,
116326510,39992458,1,
116446908,39912588,4,
116404025,39947670,0,
116393895,39870023,3,
116289095,39892678,0,
116408372,39846768,3,
116606517,40051537,4,
116102525,39941852,3,
116223688,39895368,0,
116258570,39880023,0,
116325053,39965900,2,
116152198,40126798,2,
116544685,40157678,2,
116453255,39962013,3,
116368995,39866147,1,
116408048,40083970,4,
116339158,39821347,1,
116468227,39857312,4,
116488823,39875405,1,
116476263,39991445,1,
116315875,39730608,0,
116285395,39843140,0,
116197377,39914617,4,
116205768,39841272,2,
116288793,39903022,4,
116128983,39717868,0,
116420342,39916750,3,
116277283,39894133,4,
116374737,39460010,3,
116094000,39824092,2,
116537655,39921655,0,
116236965,39855085,1,
116055385,39715232,0,
115932127,39653823,1,
116473402,39921555,4,
116304317,39899718,4,
116304300,39942033,2,
116663070,39658285,4,
116350707,39912252,0,
116358907,39815112,2,
116472717,39932377,0,
116309832,39990567,1,
116106702,39912973,3,
116347138,39914275,2,
116089028,39952657,2,
116263340,39945758,2,
116000127,39701277,1,
116429012,39974345,4,
116482943,39987172,4,
116367583,39898390,2,
116153893,39800088,0,
116171008,39722072,1,
116678162,40261880,0,
116189333,39830915,3,
116345487,40019382,1,
116494072,39934290,2,
116288802,39889900,4,
116304188,39939153,0,
116239148,39946547,0,
116581403,40077295,4,
116304223,39938897,4,
116304003,39934920,0,
116524363,40019025,0,
116279712,39772512,0,
116323075,39965752,2,
116219300,39731513,1,
116303915,39888342,2,
116249330,39846883,1,
116225383,39871937,4,
116350535,39914090,4,
116392490,39792287,1,
116136235,40140515,2,
116284057,39779982,1,
115962360,39614455,2,
116366165,40363590,0,
116441183,40203408,1,
116113053,40126342,4,
116418012,39987722,4,
116374818,39968355,0,
117123683,40533558,2,
116277792,39906312,1,
116147708,39924747,1,
116369743,39966660,2,
116433660,40076667,0,
116303092,39895612,3,
116350652,39851612,0,
116425208,39819768,4,
116246800,40278677,4,
116298817,39952210,4,
116429500,39953230,0,
116455802,39928115,1,
112963615,28189502,2,
115978688,39646972,2,
116144450,40266712,1,
116452053,39932483,2,
116401730,40001188,3,
116609183,39758377,4,
116303588,40077083,3,
116372918,39956785,1,
116143300,39886868,4,
116351498,39992355,1,
116483612,39903872,2,
116498563,40010622,0,
116845832,40373823,3,
116350038,39922233,2,
116232704,40219512,4,
116443217,39953452,4,
116306135,39962598,4,
116267795,39912150,0,
116499785,39921698,2,
116328787,40034730,0,
116383983,39898415,0,
116294462,40072765,2,
115976762,39815113,4,
116368358,39869517,1,
116149892,39929465,4,
116259067,40145808,1,
116254988,39945410,2,
116562883,39913502,3,
116216600,40226113,0,
116478365,39904245,0,
116287221,40052060,3,
116381962,39457348,0,
116370107,39948365,3,
116414155,39855640,4,
116102217,39768072,4,
115891750,40374950,2,
115995795,39655683,4,
116378688,40064230,0,
116660327,40131433,0,
116845172,40398863,2,
116260183,39863048,2,
116119242,39851692,4,
116349560,39932193,0,
116691617,39657982,4,
116131472,39737353,0,
116369307,39887950,4,
116326263,39881040,4,
116200802,39918695,2,
116346332,39907040,4,
116099853,39956517,3,
116087202,39933393,0,
116291480,39884950,0,
116158353,39675638,0,
116348803,39737455,0,
116342730,39883950,1,
116455577,39853672,4,
116300215,39981048,0,
116348900,39963587,2,
116377033,40005488,3,
116150815,40050577,4,
116370468,39717250,1,
116076228,39631722,1,
116502400,40007822,0,
116468716,39975114,1,
116497233,39853703,2,
116491372,40009568,0,
116847597,40461308,2,
116154417,39727917,1,
116182572,39783840,1,
116292075,40092738,2,
116287863,39864662,0,
116428833,39641865,1,
116331293,39997760,4,
116483657,39939905,4,
116535513,40243963,0,
116831223,40380480,2,
116258177,39871975,3,
116370765,39992907,4,
116330917,40034053,0,
116075833,39939125,0,
116235193,39876085,4,
116299712,39979623,4,
114978078,38766567,2,
116109833,39724993,2,
116284573,39650875,3,
116008845,39723675,2,
116497877,39609567,0,
116525412,40037425,3,
116334032,39921723,4,
115940888,39659977,0,
116309870,39888002,1,
116473482,39979110,0,
116595810,39940623,1,
116305327,39815897,1,
116084417,39967638,0,
116302327,39842457,3,
116602778,39921588,3,
116673423,40103622,1,
115955912,39644423,1,
116175157,40090838,4,
116471832,39907443,0,
116270307,40153403,4,
116452148,39930603,1,
115807707,39557660,1,
116511350,39928317,0,
116397878,39906578,1,
116377075,40217190,2,
116452148,39869812,1,
116294352,40089802,4,
116400927,39899467,0,
117081562,40132898,1,
116338230,40040607,0,
116570720,39912813,0,
115873823,39599148,4,
116373830,39946683,4,
116315713,39851313,2,
116608300,40037202,1,
116181913,39763197,1,
116075383,39942045,4,
116250310,40145825,3,
116630537,40113672,4,
116360555,39846943,2,
116359357,39812410,0,
116250938,40004895,1,
116323733,40029410,3,
116275270,39839582,2,
116491870,40009980,1,
116062720,39642197,2,
116494477,39921668,1,
116300517,39835837,3,
116610245,40053130,0,
116254637,39848763,0,
116444360,39939102,4,
116225043,39850820,2,
116381629,39640463,0,
116423380,39910075,4,
116599055,40045507,2,
116420900,39847967,0,
116361763,39932198,4,
116361763,40003002,1,
116489978,39913447,4,
116562390,39687553,1,
116246942,39978847,3,
116232992,39888287,2,
116349868,40019127,4,
116304132,39884328,3,
116299745,39982567,3,
116518287,40011732,1,
116539750,39759362,2,
116230015,40086795,3,
116269392,39845310,3,
116115050,40077510,1,
116185167,39913858,0,
116587267,40053618,2,
116604550,39918568,2,
116420282,39948388,4,
116116300,40245518,3,
116639700,39912502,1,
116051788,39627555,3,
115977220,39645845,2,
116410485,39804053,3,
116436245,39964618,2,
116439447,39966598,3,
116505368,40010320,2,
116361072,40004298,0,
116436682,39892190,3,
116366707,39738018,4,
116375400,39909835,1,
116372860,39976593,3,
116359300,39847568,1,
116423230,40503923,0,
116166197,39741337,2,
116504647,39645672,4,
116434032,39803502,1,
116192983,39931028,4,
116322490,39966285,0,
116049167,39714073,3,
116106302,40227378,1,
116688585,39985493,4,
116181483,39733395,1,
116222360,39845750,4,
116439063,39949387,1,
116541712,39754618,0,
116013560,39778485,0,
116281500,39839853,3,
116231760,39855340,4,
116075783,39941582,0,
116109958,39696905,1,
116106893,39927117,4,
116214267,40164847,3,
116096003,39604927,3,
116518935,39907605,1,
116115927,40234435,3,
116300077,39976563,0,
116467755,39921828,4,
116307273,39984180,0,
116302655,39974397,3,
116290450,39885602,0,
116279583,40107367,2,
