longitude,latitude,type,
116309980,39985537,3,
116497857,40002778,1,
116432827,39866930,3,
116317660,39896000,2,
116702543,40210070,1,
116499623,39993638,0,
116483730,39945818,3,
116244602,39848813,4,
116522097,40249348,2,
116339597,39840668,3,
116580270,40047582,1,
116507955,39818197,1,
116388590,39962505,0,
116308907,39887665,2,
116589222,40033407,4,
116062767,39648892,3,
116197377,39914617,4,
116455193,39907655,1,
116212252,40074223,2,
116841897,40418450,2,
116454863,39885805,1,
116343895,39956802,3,
116619300,39910382,2,
116580647,40076908,0,
116186775,39790947,4,
116364622,39960412,1,
116437510,39949205,4,
116263000,40121860,0,
116309098,40019178,0,
115950747,39676975,4,
116405140,39947762,1,
116483865,39967492,4,
116485167,39616322,2,
116409478,39987330,3,
116419962,39926793,4,
116132128,39875945,3,
116438292,39670852,4,
116399675,40046162,2,
116471140,39972812,1,
115943750,39819677,0,
116143935,39885985,1,
116387647,39870185,0,
116314510,39846828,3,
116301578,39960657,3,
116385612,39932145,1,
116294517,39984160,2,
117239018,40203978,3,
116304060,39916983,1,
116453547,39907042,2,
116323377,40025323,3,
116700285,39851888,4,
116110143,40545798,0,
116248080,39888378,0,
116279462,40050382,1,
116480442,39970982,3,
116223048,40199002,3,
116428358,39882955,2,
116444075,39924643,2,
116454433,39905455,0,
116401300,39844588,1,
116258660,39916565,0,
116406610,39906620,4,
117218522,40152038,4,
116407807,39960400,0,
116392237,40001330,4,
116566745,40080727,1,
116471125,39977148,3,
116666197,39933165,1,
116471673,39909273,0,
116309293,39881147,3,
116439190,39949382,3,
116388403,39963308,0,
116364000,39981485,0,
116419262,39952830,1,
116084637,39753668,4,
115960295,39614415,1,
116325110,39763732,2,
116303995,39896513,2,
116377083,39858170,4,
116288902,39900753,4,
116531833,39891743,4,
116373567,39967417,1,
116563503,39914403,0,
116291508,39910740,3,
116254220,39848778,3,
116399802,39863827,4,
116278085,39920995,4,
116427303,39943797,2,
116381903,39888410,2,
116362762,39946493,2,
116704083,39925752,4,
116165902,39873377,0,
116304858,39877162,4,
116163197,39803412,3,
116420847,39903318,0,
116079862,39929988,2,
116563987,39914535,1,
116370092,39869138,2,
116649565,40212433,1,
116254372,39916358,3,
115928932,39705997,2,
116256533,39928512,1,
116250302,39864130,3,
116345550,39881890,0,
116309873,39888010,2,
116119233,39743203,3,
116038053,39710370,4,
116022915,39609237,1,
116309638,39858117,1,
116374968,39970808,4,
116498880,40001958,1,
116638440,40235410,2,
116369555,39950572,4,
116736272,40003193,4,
115951683,40469598,4,
116060728,39932272,1,
116271420,39911747,2,
116442605,39880343,4,
116349573,39932847,1,
116598027,40045932,0,
116339125,39735240,3,
116402337,39970703,1,
116312580,39964788,2,
116048328,39882937,3,
116284302,40022355,2,
116378637,39862142,3,
116207202,39819180,3,
116363552,40057948,3,
116319343,39892070,2,
116370745,40112283,1,
116439860,39992273,0,
116428722,40063507,1,
116283000,40086072,1,
116437625,39932097,4,
116415478,40020750,1,
116282650,39850337,3,
116419958,39975692,3,
116289023,39890062,0,
116421283,39886023,1,
115995795,39655683,2,
116351028,40017255,1,
116279583,40107367,2,
115929585,39814433,3,
115972555,39683243,1,
116042483,39657165,2,
116359300,39852208,4,
116074583,39943402,4,
116302985,39930922,0,
116430937,40031508,0,
116834900,40366563,0,
116536793,39937380,1,
116373472,39858422,2,
116424118,39802200,2,
116491705,39959477,4,
116318683,40048928,4,
116402048,39945048,4,
116070550,39940732,3,
116332443,39753408,3,
115922520,39608038,3,
116259620,39868145,1,
116034152,40435927,0,
116299708,39975412,4,
116144623,39760237,0,
116303928,39909790,4,
116093777,39945657,0,
116309045,40001293,4,
116371993,39836873,0,
116370003,39948403,2,
116035788,39772865,2,
116028877,39782370,0,
116153970,39724272,4,
116138277,39924728,4,
116537928,39913840,3,
116455577,39853672,1,
116102295,39941655,4,
117123797,40145627,4,
116208342,39894528,1,
116528085,40294378,1,
117014390,40210188,3,
116089292,39718725,4,
116397187,39890483,2,
116075098,39941185,1,
116057713,39786245,0,
116116283,39586797,3,
116304433,39698005,0,
116502005,40004012,0,
116077385,39665708,1,
116046780,39711612,4,
116334692,39984783,4,
116350308,39944412,3,
116475155,39881925,0,
116308308,39754407,4,
115788462,39617933,1,
116317458,39729487,0,
116053307,39808705,0,
116522572,39915740,1,
116303717,39977685,0,
116315905,39850818,3,
116287607,39817100,2,
116114900,39726852,4,
116367652,39881842,2,
116489705,39878643,0,
116457698,39964998,2,
116231957,39853605,1,
116157892,39923382,4,
115954965,39601550,3,
115969718,39678905,0,
116402690,39928618,0,
116350932,39851957,0,
116351455,39995142,2,
116284582,39750340,0,
116348315,39905962,3,
116400695,40021100,4,
116401642,39855885,0,
116367680,40099298,1,
116377348,39905903,1,
116094650,39928337,3,
116437045,39869797,0,
116088693,39995245,4,
116482130,39932547,1,
116627280,40337075,0,
116529583,39917557,4,
116554998,39847935,2,
116108558,40099083,3,
116081817,40234093,2,
116488190,39918403,1,
116416968,39661777,4,
116568407,39652700,4,
116370563,39859892,3,
116556315,39687242,1,
116415658,39857170,1,
116477645,39796970,0,
116413917,39907147,1,
116239822,39911322,1,
116090145,39934068,4,
116360033,40029017,3,
116345548,40021013,2,
116223768,39923525,1,
116352405,40015495,3,
116565665,39897422,0,
116348593,39956518,1,
116832913,40332073,2,
116411773,39967377,0,
116609122,39649818,3,
116590078,39910922,4,
116093227,39930427,3,
116455133,39870250,4,
116309517,39963922,1,
115984722,39696132,1,
116368387,39949650,0,
116585285,39913410,1,
116348180,40065537,4,
116263648,40130707,1,
116488218,39970612,3,
116355080,39959805,4,
116462953,39969497,0,
116372893,39968575,4,
116426020,39968322,3,
116455495,39940063,0,
116747897,40038518,0,
116324912,39972295,0,
116281398,39800683,1,
116305770,40031763,0,
116443227,39953567,2,
116440705,39948853,4,
116489047,39914177,2,
116501112,40264108,0,
115876042,39568138,3,
116333175,39821732,0,
116267655,39889020,3,
115944095,39674953,3,
116213750,39703480,2,
116474548,39980212,2,
116116797,39925207,1,
116360938,40003547,4,
116366040,39910548,2,
116160712,39917563,2,
116348648,39963520,0,
115953700,39599432,3,
116307030,39820650,1,
116419550,39557133,0,
116133117,39937995,3,
116333660,39848022,3,
116449703,39957670,4,
116365634,39805506,0,
116350022,39924163,4,
115849585,39560735,1,
116190183,39932408,2,
115963183,39613238,2,
116155017,39740763,3,
116304400,39900937,0,
116313892,39891433,2,
116109803,39930718,0,
116458650,39921497,2,
116778083,40340932,0,
116220542,39724100,3,
116333137,39917340,0,
116583865,40078200,3,
116347724,39736658,2,
116382402,39889878,3,
115984702,39816812,2,
116371205,39920295,2,
116222133,39910167,4,
115940133,40457678,4,
116455368,39884690,1,
116497738,40003105,4,
116392140,39790558,3,
116605917,39923882,1,
116420817,39974097,1,
116282217,39782923,2,
116065548,39818013,3,
116098893,39839135,0,
116250290,39945818,2,
116237450,39857217,0,
116345833,40010362,1,
116362310,39887965,1,
116310057,40070957,3,
116366287,40016330,3,
116262707,39888318,2,
116448415,39960270,3,
116297487,39761895,4,
116499017,40003792,0,
116000123,39701170,3,
116051258,39629217,1,
116022500,39878792,2,
116296175,39967178,2,
116198017,40239580,0,
116358545,40007788,4,
116124933,39731782,0,
116081567,40550718,4,
116425792,39859247,4,
116288812,39889918,3,
116058387,39785360,3,
116418637,39903085,2,
115986855,40031252,1,
116118953,39771030,1,
116215542,39891060,3,
116370915,39949933,4,
116235473,39861788,2,
116117803,39801285,4,
116268788,39894600,4,
116300815,39881875,0,
115873000,39808360,0,
116243172,39675670,0,
116319618,39922510,3,
116099853,39956517,4,
116363798,40098987,2,
116374620,39970598,1,
116480487,39985153,1,
116326368,40021063,2,
116076480,39728803,0,
116396985,39890968,4,
116849247,40367898,3,
116415030,39939535,4,
116392972,39854937,0,
116383568,39869400,2,
116272672,39864127,3,
116582810,40079282,1,
116128028,39810225,0,
115962400,40453205,2,
116455630,39923662,4,
116451000,39982362,0,
116393628,39947682,2,
116258185,40036983,0,
116368225,40021412,2,
116304140,39883203,1,
116541127,40066532,4,
116954907,40289382,0,
116317235,39649403,4,
116314100,39606633,4,
115921638,39610133,0,
116559308,40006612,3,
116524968,40036845,2,
116119828,40010695,1,
115874015,39597293,2,
116460362,39539525,1,
116346350,39526463,1,
116105083,39582457,2,
116127782,39799632,1,
116351903,39964153,0,
116403530,39899463,0,
116374417,39966952,0,
116360688,39975257,2,
116297320,39867688,0,
116435028,39922738,4,
116328407,39966397,0,
116570887,40292767,0,
116430117,39760317,4,
116419233,39876733,0,
116484118,39918562,4,
116425807,39918105,1,
116380683,39905750,2,
116101288,39758488,4,
116326045,40050492,1,
116328440,39732473,1,
116423743,39903527,3,
117166383,40594278,4,
116296238,40048318,1,
116571848,39908907,2,
116550733,39962767,4,
116397400,39892463,0,
116289748,39895548,3,
116304363,39914593,1,
116128817,39825607,4,
116263147,39715833,2,
116892102,40393998,3,
116271053,39857215,3,
116530033,39842032,2,
116352183,39920262,4,
116707443,40176180,4,
116145270,40557713,1,
116440613,39843048,0,
116411345,39977472,4,
116325708,39981817,2,
116336125,39778783,4,
116497870,40021897,2,
116013075,40006195,0,
116308587,39859632,0,
116126152,39740800,0,
116413207,39899937,3,
116471112,39865447,1,
116326645,39722878,3,
116583837,39931888,1,
116580533,40077402,3,
116303543,39754570,1,
116300875,39968883,2,
115979033,39644510,4,
116469017,39914603,3,
116315116,39890315,1,
116363980,39972992,1,
116009268,39774057,2,
116249675,39844703,0,
116541338,40025127,4,
116160233,39924212,4,
115823203,39570690,3,
116627482,39614833,0,
116064707,39994915,1,
116435555,39966832,3,
117004727,40061682,4,
116578182,39953410,1,
116269517,39721337,3,
116246667,39846488,2,
117134613,40339145,4,
116351455,39738107,4,
116367872,39863652,3,
116246713,39920540,3,
116339597,39840668,0,
116317660,39896000,0,
116809267,40364302,2,
116307910,39887478,0,
116100972,39766342,4,
116506057,40038555,4,
116380180,39986390,2,
116851780,40382122,4,
116501707,40006595,4,
116028100,39776132,2,
116414957,39879655,1,
116061923,39675575,0,
116431283,39761925,4,
116334373,39987365,2,
116305088,39975953,2,
116415673,39844483,2,
116279148,40107635,4,
116277055,39850680,2,
116536922,40023710,1,
116528285,39922527,4,
116368087,39865572,2,
116315305,39851798,0,
116467498,39882915,4,
116232832,39971963,1,
115858803,39560573,4,
116020938,39886490,0,
116729177,39782627,0,
116037738,39985457,3,
116312123,39964702,0,
116264092,39945630,2,
116452445,40152895,0,
116391770,39791563,1,
116455320,39922232,2,
116283387,39833363,2,
116056642,39681285,0,
116777492,40263020,4,
116522040,40004252,3,
116303048,39905045,1,
116538113,39909807,3,
116266512,39927623,1,
116795668,40150668,1,
115935837,39654853,4,
116472617,40090007,3,
116214400,39874220,0,
115956542,39676903,0,
116074132,39700895,0,
116454075,39863817,3,
116327747,39974845,4,
116292085,39895655,2,
116325313,39847563,3,
116359730,39997090,0,
116268127,39863902,2,
116367037,39861382,0,
115994603,39655023,2,
116302758,39955870,3,
116159890,39920955,3,
116505845,40040087,4,
116309312,39963565,0,
116180655,39916168,4,
116007433,39774545,1,
116574978,40023010,0,
115877230,39561522,1,
116280193,40000067,2,
116334322,39775863,0,
115999923,39686110,3,
116087792,39996913,2,
116327127,39975118,2,
116406320,40115167,1,
116164892,39743245,1,
116314807,39888018,0,
116303005,40044222,1,
116314868,39909655,4,
116369012,39975227,3,
116398717,39709682,2,
116307852,39939247,2,
116191458,39927557,2,
116468693,39936817,4,
116283118,39777733,1,
116471697,39907072,0,
116432773,39869330,2,
116394338,39869150,1,
116284905,40109363,0,
116474513,39904012,4,
116333537,39745227,4,
116180070,39702378,0,
116023007,39588455,4,
116368072,39902362,0,
116491833,40010002,3,
116346298,39977578,4,
116342668,39754307,2,
116606972,39904443,1,
116391350,39927072,4,
116649230,40314560,3,
116062017,39660220,3,
116499922,40005327,3,
116524383,39908610,4,
116440092,39911992,4,
116460140,39970918,0,
116200870,39978302,3,
116674930,39866313,4,
116336003,39906175,0,
116417770,39988900,4,
116312580,39964788,1,
116506026,40008556,4,
116846085,40386940,0,
116535342,39814787,3,
116172630,39612208,2,
116247877,39871685,3,
116044523,39724905,3,
116525438,40038188,0,
116222532,39905602,3,
116304095,40076720,1,
115976150,39814007,0,
116048328,39882937,1,
116343232,39876347,2,
116216672,39844507,4,
116258147,39927818,3,
116346320,39936062,0,
116505018,40263112,3,
116358297,39944592,2,
116307068,39895820,2,
116245038,39847777,2,
116377033,40005488,1,
116302930,39954172,3,
116418115,39987725,0,
116439633,39972420,3,
116315362,39965215,4,
116518255,40016993,3,
116406242,39855955,2,
116372847,39940143,4,
116078703,39930495,4,
116303853,39923483,1,
116213563,39810183,0,
116220407,39906172,0,
116879015,40394780,0,
116627267,40322527,1,
115959937,39649942,0,
116435330,39869265,0,
116502378,40005387,4,
116343862,39956802,1,
116058533,39707310,0,
116378183,39852242,0,
116480157,39923327,1,
116634178,39919613,3,
116391572,39790900,1,
116467297,39973755,2,
116088830,39742765,3,
116337003,40088985,4,
116373000,39953218,3,
116340498,39739735,0,
116296802,40048485,4,
116042807,39721868,1,
116064372,39808427,4,
116321847,39796315,4,
116174322,40088205,0,
116310267,39699017,1,
116342452,39890363,4,
116374108,39877483,2,
116371375,39948543,4,
116285890,40104612,2,
116372683,39974823,0,
117239018,40203978,0,
116129428,39957622,4,
116179117,39792468,4,
116272958,39896103,1,
116194430,39660722,4,
116287665,39699288,0,
116223747,39896450,0,
116307537,40050268,2,
116447620,39819965,0,
116018333,39690030,3,
116376428,39905827,2,
117202410,41211175,0,
116559400,40321213,4,
116300095,39974538,0,
116282930,39831468,2,
116351478,39867080,2,
116505050,40009002,3,
116489670,39906637,1,
116392237,40001330,4,
116211887,39961562,0,
116205067,39886552,2,
116063418,39747535,4,
116152333,39744072,3,
115932037,39654945,3,
116362483,40001987,1,
116606463,39921903,0,
116428975,40030927,3,
116847457,40421953,4,
116372805,39976308,2,
115866150,39594907,1,
116126572,39932298,4,
116305320,39962150,2,
116295103,39802437,4,
116076497,39941537,4,
116039830,39755183,2,
116085045,39946777,1,
116109233,39648122,1,
116429533,39976865,0,
116207788,40097957,0,
116235243,39906245,2,
116554998,39847935,1,
116297612,40152307,4,
116374253,39964582,1,
116528458,40038342,2,
116322670,39755697,2,
116242133,40004437,3,
116363803,39966710,0,
116410730,39934943,1,
116367782,39875762,0,
116676667,40118298,1,
116581018,40088332,3,
116643725,39902852,3,
116319545,39966217,3,
116411278,39923760,4,
116143903,39730287,3,
116097538,39958293,3,
116399437,39906425,4,
116325612,39883673,0,
116113692,39936143,0,
116182030,39763342,3,
116358942,39990117,3,
116450028,39859950,0,
116406408,39863867,1,
116508832,40009942,4,
116253428,40042897,3,
116297165,39922825,1,
116279583,40107367,0,
116115125,39892442,4,
116353770,39861703,3,
116453392,39960993,4,
116618333,40157188,2,
116316893,39966042,2,
116350315,39914843,4,
116263648,40130707,3,
116279783,39974623,0,
116413392,39924542,4,
116601700,40001427,4,
116349590,39950358,1,
116472832,39977548,4,
116472912,39758440,3,
116161767,40079302,3,
116027243,39756268,3,
116154238,39770207,3,
116402750,39861523,3,
116314665,40064072,0,
116146517,39738920,1,
116447893,39947650,0,
116581432,39942633,4,
116624673,40318365,1,
115913133,39668932,2,
0,0,4,0
116351120,39905618,3,
116341558,39985145,1,
116316510,39729883,1,
116490965,39921950,3,
116829075,40452162,4,
116391675,39792258,2,
116174167,39764327,4,
116422965,40002502,1,
116270093,39945482,4,
115986163,39784938,2,
116353198,39950635,3,
116578533,39906670,3,
116359383,39986278,4,
116349312,39941130,0,
116288142,39864593,1,
116470383,39968193,3,
116084943,40002888,3,
116438917,39884090,3,
116474393,39980073,3,
116367642,39947403,0,
116111600,39956695,4,
116244697,39848230,0,
116267667,39890067,4,
116333202,39966375,1,
116144437,39667508,4,
116500388,40016892,4,
116633672,39900175,4,
116499785,39921698,3,
116690265,39866010,2,
116443538,39883178,4,
115911983,39665130,2,
116304153,39900877,3,
116337099,39961005,1,
116418920,39955372,0,
116335278,39892742,4,
116651827,39906585,3,
116321748,39931022,1,
116535550,39756045,4,
116843083,40369902,1,
116336802,39782603,2,
116455630,39923662,2,
116062700,39807505,4,
116341262,39856217,2,
116344991,39896910,2,
116506442,39854532,3,
116042150,39723128,1,
116606650,39924360,0,
116209733,39806245,2,
116190305,39921868,0,
116338675,40012942,2,
116654117,39873653,4,
116522313,40029870,4,
116439636,39951130,0,
116098117,39839242,1,
116156698,40065822,2,
116244370,39848777,2,
116186972,39798427,3,
116442035,39944348,0,
116464863,39972337,1,
116613278,40033515,0,
116157133,40529842,0,
116342518,39888644,1,
116076700,39927377,4,
116790100,40205168,3,
116349683,39939245,2,
116322043,39937363,1,
116171450,40123513,3,
116811850,39857992,2,
116187560,39906102,3,
115974248,39483827,4,
116105583,39955525,3,
116367927,39864435,3,
116626922,40307700,1,
116443188,39947085,3,
116286667,39915668,0,
115859740,40379852,2,
116269180,39819462,4,
116339792,39901892,0,
116369488,39880910,1,
116127793,39597938,1,
116457896,39956891,2,
116260385,39895785,2,
116451612,39914893,2,
116407212,39870083,1,
116206405,39875190,4,
116457020,39725450,1,
116461248,40013378,2,
116912552,39955622,3,
116358775,39844255,3,
116135327,39807123,3,
116449873,39796257,2,
116263550,39895702,3,
116474355,40057380,0,
116202717,39819602,4,
116328642,39961353,0,
116520745,39894208,1,
116127650,39734128,0,
116319402,40126868,0,
116350200,39931030,1,
116377660,39958918,1,
116442000,39764512,1,
116295303,40092828,4,
116053573,39623562,0,
116609183,39758377,1,
116305187,40040735,1,
116420280,39982020,0,
116100810,39735970,2,
116246450,39928155,1,
116170467,39925885,0,
116344733,39861837,2,
116510595,39939042,0,
116193232,39931615,4,
116426458,39869547,1,
116442205,39907077,4,
116856405,40370608,3,
116361930,39945910,3,
116573763,39918562,4,
116648017,40137120,2,
116087452,39996372,0,
115927932,40473532,0,
116348810,39940862,4,
116428080,39880737,2,
116853385,40386620,0,
116080587,39665093,1,
116196398,39899100,0,
116542530,40248497,1,
116859283,40379203,4,
116408952,39870790,2,
116339122,39824050,2,
116102548,39693007,3,
116329875,39875935,2,
116372890,39968573,1,
116133838,39739715,4,
116095042,39942737,2,
116321187,39875705,0,
116311478,40148272,3,
116761330,39894392,1,
116325843,40026123,2,
116482217,39597228,3,
116291508,39910740,3,
116276250,39888308,4,
116456095,39892208,3,
116505430,39846393,2,
116119492,39772430,1,
116459727,40117688,1,
116650767,40133977,3,
116423342,39847820,0,
116348615,39956280,4,
116058677,39809823,4,
116404233,40002957,4,
116164410,40078795,4,
116039505,39805508,2,
116201478,39738932,0,
116190940,39916648,4,
116267912,39927255,1,
116305855,39846682,2,
116243170,39838660,0,
116378125,39986527,0,
116308438,40028017,4,
116347180,39848832,0,
116291047,40029617,0,
116246692,39843083,0,
116389828,39937115,1,
116077240,39725220,0,
116323318,40123587,1,
116461617,39878745,1,
116095167,39600003,1,
116532428,40093912,3,
116344252,40338685,3,
116205710,39983297,0,
116336473,39887483,2,
116487433,39759472,0,
116418462,39972812,0,
116096088,39736080,3,
116465923,39874833,0,
116518950,40033542,2,
116582128,40058560,0,
116084758,40002327,4,
116372802,39967480,2,
116348223,39966372,1,
116432230,39939677,0,
116396375,39802465,0,
116224493,39892313,2,
116233780,39834507,0,
116499248,39866435,0,
116404953,40197048,1,
116219700,39889838,2,
116598758,40045675,2,
116520567,40269255,3,
116840240,40071170,2,
116411733,39907147,2,
116827130,40373555,0,
116097402,39943870,1,
116202583,39740252,1,
116006118,39712382,4,
116349163,39935777,3,
116521435,40029838,2,
116275160,39891835,4,
116211352,39773692,1,
115997895,39897957,3,
116177947,39931622,0,
116327808,39985022,1,
116851520,40381560,1,
116296868,39943353,1,
116377243,39905902,4,
116060952,39808357,2,
116354383,40033257,3,
116592950,40343622,4,
116289340,39995153,4,
116367750,39868675,3,
116581215,40076032,0,
116628605,39876858,0,
116151178,39863118,3,
116222627,40049520,1,
116222233,39900557,0,
116345290,39839248,1,
116466370,39976943,1,
116444732,39880085,4,
116199660,39894657,1,
116538210,39911535,1,
116334443,39985598,2,
116381835,39972100,3,
116147408,39708053,0,
116203702,39825332,0,
116056055,39625138,0,
116273865,39845247,3,
116378747,39834812,0,
116556398,39784955,3,
116651323,39775298,0,
116392348,39885208,0,
116833387,40372415,1,
116471338,39897080,3,
116251968,39851927,2,
115968918,40445455,2,
116269273,39868247,4,
116344117,39846010,0,
116292550,39962390,2,
116608587,39757513,3,
116247133,39916755,2,
116362325,39829617,4,
116303005,40044222,2,
116849423,40388202,2,
116395463,39973610,1,
116298082,39845243,1,
115996483,40463385,2,
116194367,39914135,2,
116153738,39815057,1,
116092622,39884893,1,
116340367,39734410,4,
116357585,39898168,2,
116051245,39822915,2,
116579260,39993972,0,
116327480,39886305,4,
117006420,40582418,4,
116278313,39921220,0,
116395733,40066202,2,
116088185,39996360,2,
116441500,39932363,1,
116536922,40023710,0,
116097245,39671293,2,
116304073,39915633,0,
116213945,39910362,4,
115975002,39690250,3,
116453102,39952933,4,
116471577,39905003,3,
116497940,40001565,3,
116544685,40157678,3,
116095663,39883745,1,
116258545,39870607,3,
116194288,39830432,0,
116305907,39895642,2,
116493282,39978682,0,
116218370,39895973,2,
116244672,39848495,4,
116168550,39891180,2,
116368293,39867973,3,
116349267,39714113,2,
116320120,39931155,1,
116274038,39955877,3,
116540317,39912028,4,
116350342,39920732,0,
116498300,40003115,3,
116407283,40090422,2,
116275117,40112663,1,
116557165,40221952,3,
116038488,39979183,3,
116279493,40194423,2,
116214433,40218237,3,
116326517,39992422,3,
116339015,39831398,2,
116390333,39855643,4,
116417680,39967885,1,
116348803,39737455,3,
116258623,39923505,0,
116102112,39732127,3,
116294827,39975170,4,
116251168,40129802,1,
116302788,39957405,0,
117104878,40156477,0,
116374922,40360547,2,
116395788,39829920,1,
116506057,40038555,1,
116465232,39858132,0,
116330642,39888518,3,
116434297,39880653,2,
116128908,39717877,2,
116184525,39898315,3,
116914158,39790627,1,
115964490,39704047,4,
116413535,39987490,4,
116505973,40010587,4,
116394623,40239682,4,
116366707,39738018,2,
116323013,39892238,3,
116483890,39937708,2,
115966760,39597438,4,
116328242,39829373,3,
116762205,39992955,2,
116592842,40232618,3,
116036747,39771303,1,
116733525,40386405,0,
116256718,39564345,4,
116265867,39714410,0,
116441503,39906970,1,
116440703,39971597,3,
116394940,40276187,4,
116374737,39460010,4,
116461120,39966217,1,
116504605,40008858,4,
116865123,40383980,1,
116153937,39927270,1,
116845663,40382537,3,
116247800,39975900,3,
116313167,39887217,0,
116475080,39908558,1,
116475617,39908523,4,
116498143,39854782,3,
116258558,39922903,1,
116841160,40420707,4,
116203282,39835802,4,
116258598,39892107,0,
116676230,39880328,4,
116339877,39975170,3,
116342452,39890363,1,
116407753,39962775,0,
116389890,39936298,1,
116363607,39829292,0,
116489557,39933002,3,
116254248,40133185,4,
116055508,39626085,4,
116369572,40003698,4,
116185062,39806033,0,
116067055,40524767,1,
116602447,40341763,4,
116335107,40027433,2,
116705732,40076287,3,
116141318,39794965,1,
116268558,39916708,2,
116534285,40022627,0,
116496418,40005137,4,
116345487,40019382,4,
116276685,39866115,1,
116129437,39826507,0,
116062483,39985040,0,
116497650,39996773,1,
116106702,39912973,1,
116372868,39969003,0,
116363532,39977478,3,
116263265,39953282,4,
116359512,39981507,2,
116384648,39898905,2,
116481290,39789698,0,
116221737,39900623,1,
116029375,39636542,1,
116545653,39999303,3,
116706045,40038575,1,
116606463,39921903,0,
116301763,39769185,3,
116500053,39895043,1,
116493555,39651012,4,
116372840,39976502,1,
116276672,39850603,1,
116403330,40027890,1,
116576562,39971997,1,
116457850,39641265,4,
116188168,39909927,0,
116619225,39824162,3,
116201877,40213155,0,
116959617,40098933,0,
116502587,39989585,2,
116322670,39755697,3,
116582170,40078902,1,
116462607,39992190,2,
116135713,39731803,3,
116297612,40152307,3,
116455883,39933935,4,
116433995,39888712,2,
116367105,39887995,2,
116276663,39939970,3,
116078780,39982295,0,
116379273,40087523,0,
116444077,39924645,3,
116806725,40374413,1,
116405847,39855875,4,
116124303,40008042,1,
116407137,40087300,3,
116535677,40023250,3,
116501775,40006673,3,
116511228,39927415,3,
116269985,39587562,3,
116356950,39853318,1,
116443683,40151057,3,
116126967,39889930,3,
116116223,40106747,1,
116212200,39702048,4,
116241463,39833905,1,
116126317,39825312,0,
116586110,40066768,1,
116237205,40578460,3,
116443543,39983043,1,
116480183,39969710,2,
116368183,39994615,0,
116779087,39800230,0,
116427180,39941803,3,
116401267,40072815,4,
116251700,39561250,3,
116154238,39770207,1,
116330630,40044545,1,
116381127,39862837,0,
116448348,39867663,0,
116278103,39885277,2,
116485486,39979216,0,
116091100,39938378,0,
116288917,39889585,0,
116184930,39791398,4,
116349117,39940755,1,
116258415,39927790,2,
116232100,39837297,3,
116440705,39948853,3,
115880340,39624118,1,
116409223,39967483,1,
116316145,39937927,2,
116278663,39834850,1,
116275633,39845240,0,
116439267,39948547,0,
116179503,39933105,3,
116348613,39955478,1,
116392237,40001330,0,
116275398,40020782,2,
116307360,40025133,3,
116089767,39903657,1,
116452043,39932407,2,
116300062,39976538,4,
116150475,39833450,2,
116162500,39649900,3,
116303930,39888982,4,
116310032,39984853,2,
116181135,39837520,4,
116303948,39888948,3,
116111890,39953940,0,
116388228,39805515,2,
116547608,40269760,2,
116248267,39894407,2,
116598194,40045854,4,
116110088,39642242,0,
116087492,39734180,2,
116201750,39826960,4,
116005283,39706692,3,
116455245,39950780,3,
116582195,40069027,1,
116271432,39857785,0,
116453019,39907074,2,
116145067,39615963,4,
115792217,39527397,4,
117313663,40197945,0,
116471283,39869295,2,
116445000,39804102,4,
116413600,39885847,1,
116348953,39525217,1,
116455835,39902608,4,
117071683,40183377,0,
116342765,39880740,2,
116437110,39948222,3,
116442967,39951513,2,
116400928,39899418,3,
116365467,39881607,0,
116285328,40084080,2,
116396578,40060158,3,
115913110,40400832,3,
116813827,40208460,0,
116373515,39866625,4,
116297342,39761895,4,
115956093,39676877,3,
116137005,39754247,4,
116836597,40374335,1,
116383673,39843038,1,
116396388,39807847,1,
116426033,39854787,2,
116626232,40330672,4,
116431228,39646352,3,
116375915,39931705,3,
116658240,39623873,2,
116578433,39931017,2,
116438465,39887648,1,
116514508,39635922,4,
116589745,40231158,4,
116215065,39903917,4,
116806218,40237003,1,
116407040,40043187,4,
116320953,40066950,0,
116554783,39930135,2,
116446492,39956343,0,
116410755,39986485,4,
115946287,39587243,0,
116569888,39893957,2,
116366470,39887653,0,
116484420,39841437,3,
116214433,39856690,0,
116416380,39946033,1,
116325708,39875828,3,
116324518,39714022,1,
116402590,40021183,3,
116408558,39855940,2,
116376060,39948155,0,
116538835,39939747,1,
115863517,39596980,2,
116438347,39873502,2,
116446087,39957092,2,
116323013,39892238,3,
116397045,39967133,0,
116398567,39610722,4,
116585735,40076692,0,
116074580,39578170,2,
116495873,39927198,2,
116302375,39958377,0,
116360993,40021555,0,
116411235,39906835,0,
116388347,39939207,2,
116483350,39971425,0,
116347510,40691987,1,
116395832,39852902,4,
116215168,39738397,3,
116327845,39891678,3,
116233277,39924632,3,
116044543,39617465,0,
116153512,39722023,0,
116367818,39863938,0,
116560573,40032490,3,
116460712,40015632,4,
116159313,39772627,2,
116507663,40010187,2,
116585477,39915335,2,
116321187,39875705,3,
116813352,40367085,2,
116064020,39802752,4,
116278600,39854148,0,
116466150,39982610,4,
116453333,39918360,1,
116185463,39830195,2,
116413823,39879027,0,
115894067,39573062,2,
116460768,39957932,1,
116411377,39975720,1,
116255580,40083955,1,
115925352,39621312,0,
116339240,39846593,3,
116038708,39710575,1,
116023490,39876015,4,
116277737,40052678,4,
116273618,39871077,0,
116545270,40089423,4,
116431368,39948123,3,
116203010,39918982,1,
116191503,39925270,4,
